Pérdidas,CP UNIDADES,Costo M$,Dda. SING,Gen. SING,ANDES SOLAR,ANG1,ANG2,CAVA,CCR1 (Carbón),CHAP,CTA,CTH,CTM1 (Carbón),CTM2 (Carbón),EÓLICA VALLE DE LOS VIENTOS,LA HUAYCA II,MARIA ELENA FV,MHAH,MHT2,NTO1 (Carbón),NTO2 (Carbón),PAM,PARQUE SOLAR FINIS TERRAE,PAS2,PAS3,SOLAR JAMA 1,SOLAR JAMA 2,TG3 (Diesel),TGTAR,U12 (Carbón),U13 (Carbón),U14 (Carbón),U15 (Carbón),U16-TG + U16-TV,UG1 (HFO),UG2 (HFO),UG3 (HFO),UG4 (HFO),UG5 (HFO),UG6 (HFO),RES_GIRO_UTIL,RES_PRONTA,RES_DETENIDA_CP,RES.PRIMARIA,GEN. EN PRUEBAS,GENERACION AES GENER,GENERACION ANGAMOS,GENERACION CELTA,GENERACION ENGIE,GENERACION ENORCHILE,GENERACION EQUIPOS DE GENERACION,GENERACION GASATACAMA,GENERACION HORNITOS,TG3 (Gas Natural),AGB,CTM3-TG + CTM3-TV,GMAR,INACAL,MIMB (Diesel + Fuel Oil),TG2,ZOFRI_13,ZOFRI_2-5,ZOFRI_6,ZOFRI_7-12,M1AR,M2AR,SUIQ,TG1B + 0.5 TV1C (Diesel),TG2A + 0.5 TV2C (Diesel),TG2A + TG2B + TV2C (Diesel),TG2B + 0.5 TV2C (Diesel),TG1,CTTAR (Carbón),ZOFRI_1,CCR2 (Carbón),KELAR TG1 (Gas Natural),PARQUE SOLAR PAMPA CAMARONES,TG1A + 0.5 TV1C (Diesel),KELAR TG2 (Gas Natural)
41,218,37.83,1987.1,2246.1,19.1,265.5,269.6,1.8,247,2,164.6,147.7,90,90,3.2,23.2,55.5,1,1,135.3,131.9,17,115.4,5.7,12.3,26.5,19.2,0,0,50,50,75,0,0,0,0,0,0,0,0,245.5,595.6,630.5,126.4,0,286.3,535.1,0,362.6,120.3,0,0,147.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,214,35.97,1982,2239,19.2,265.5,269.6,1.9,234.8,2,132.9,100,90,90,12,23.1,55.8,1,1,135.3,131.9,17,112.3,5.8,12.5,26.7,19.3,0,0,50,50,75,0,0,0,0,0,0,0,0,337.1,622,630.5,126.4,0,286.4,535.1,0,362.4,121.1,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,218,35.07,1992,2252,19.3,265.5,269.6,1.9,215.5,2,104.6,105.1,90,90,26.3,20.4,56.3,1,1,135.3,131.9,17,115.9,5.5,12.2,26.8,19.4,0,0,50,50,75,0,0,0,0,0,0,0,0,379.6,579.5,630.5,126.4,0,286.5,535.1,0,362.5,121.3,0,0,105.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,214,38.48,2002.6,2256.6,19.2,265.5,269.6,1.9,247,2,164.6,165.1,90,90,38.8,17.2,55.7,1,1,135.3,131.9,17,114.9,5.4,12.4,26.8,19.4,0,0,50,50,85.5,0,0,0,0,0,0,0,0,217.6,616.5,630.5,126.4,0,286.4,535.1,0,372.9,120.7,0,0,165.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,180,43.56,2007.6,2226.6,16.6,265.5,269.6,1.9,247,2,164.6,165.1,101.3,154,47.5,11.4,47.9,1,1,135.3,131.9,17,109.6,5.3,12,23.9,17.3,0,0,60.2,50,122,0,0,6.7,6.7,6.7,0,0,8.9,112,738.5,630.5,117.4,0,283.8,535.1,0,505,107.4,0.2,0,165.1,10,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,181,49.23,2018.4,2240.4,9.9,265.5,269.6,1.9,247,5,164.6,165.1,90.5,154,54,4.6,27.7,1,1,135.3,131.9,17,97.8,5.2,9.3,14.7,10.7,0,8,78.9,54.5,122,0,0,6.7,6.7,6.7,0,8.9,8.9,111.9,750.9,613.3,122.4,0,277.1,535.1,8,541.6,79.4,5.3,0,165.1,10,2,0,6,5.3,15.2,0,1.6,5,0.4,4.8,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0
47,187,54.54,2042.9,2276.9,1.1,265.5,269.6,3.1,247,10,164.6,165.1,148.5,154,56.5,0.4,3.5,1,1,135.3,131.9,17,58.3,2,3.5,1.7,1.2,0,0,64.1,50,122,0,134.1,6.7,6.7,6.7,0,8.9,8.9,111.9,809.7,630.5,131.4,0,268.3,535.1,0,700,20.9,0.8,0,165.1,10,0,0,0,0.8,6.3,0,0,5,0.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,187,53.93,2082,2321,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,51.2,0,0,1,1,135.3,131.9,17,7.2,0,0,0,0,0,8,74.7,50,122,0,230.4,6.7,6.7,6.7,0,8.9,8.9,111.9,920.6,630.5,136.4,0,267.2,539.1,8,799.6,11.3,0.8,0,165.1,10,0,0,0,0.8,0,0,1,5,0.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,187,55.7,2122.1,2365.1,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,36.9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,8,74.7,50,122,0,295.4,6.7,6.7,6.7,0,8.9,8.9,111.9,985.6,630.5,136.4,0,267.2,539.1,8,864.6,11.8,0.8,0,165.1,10,0,0,0,0.8,0,0,1.6,5,0.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,187,57.55,2122.3,2365.3,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,18.7,0,0,1,1,135.3,131.9,17,0,0,0,0,0,10,8,75.5,50,122,0,300,6.7,6.7,6.7,0,8.9,8.9,111.9,991,587,136.4,0,267.2,539.1,8,881,11.8,0.8,0,165.1,0,2,0,5,0.8,6,0,1.6,5,0.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,187,57.68,2107.5,2349.5,0,267.5,271.6,3.1,247,5,164.6,165.1,148.5,154,6.4,0,0,1,1,135.3,131.9,17,0,0,0,0,0,10,8,75.5,50,122,0,300,6.7,6.7,6.7,0,8.9,8.9,111.9,991,587,136.4,0,267.2,539.1,8,877.4,11.8,0.8,0,165.1,0,2,0,6,0.8,6,0,1.6,5,0.4,4.8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
56,217,68.25,2111.1,2384.1,0,267.5,271.6,1.8,247,5,164.6,165.1,148.5,154,8.9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,62.8,50,122,0,288.8,6.7,0,6.7,0,0,8.9,112,951.6,630.5,150.4,0,267.2,539.1,0,841.1,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,217,51.48,2080.8,2351.8,0,267.5,271.6,1.8,247,3,164.6,165.1,148.5,154,12.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,0,240.2,6.7,0,6.7,0,0,8.9,97,918,630.5,150.4,0,267.2,539.1,0,805.5,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,217,50.86,2061.2,2330.2,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,14.8,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,0,217,6.7,0,6.7,0,0,8.9,97,894.8,630.5,150.4,0,267.2,539.1,0,781.3,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,217,50.84,2065.5,2333.5,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,18.7,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,0,216.4,6.7,0,6.7,0,0,8.9,97,894.2,630.5,150.4,0,267.2,539.1,0,780.7,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,217,50.59,2061,2329,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,23.8,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,0,206.8,6.7,0,6.7,0,0,8.9,97,884.6,630.5,150.4,0,267.2,539.1,0,771.1,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,217,50.06,2052.1,2320.1,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,28,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,0,200.4,0,0,6.7,0,0,8.9,97,878.2,630.5,150.4,0,267.2,539.1,0,764.7,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,217,50.68,2073.3,2342.3,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,30.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,0,216.9,3.5,0,6.7,0,0,8.9,97,894.7,630.5,150.4,0,267.2,539.1,0,781.2,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,218,53.02,2046.6,2315.6,0.6,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,30.5,0,1.2,1,1,135.3,131.9,17,1.3,0,0,1.1,0.8,0,8,78.9,79.7,103.5,0,128.8,6.7,6.7,6.7,0,8.9,8.9,96.9,818.9,630.5,155.4,0,267.8,539.1,8,715.7,15.1,0.8,0,165.1,10,2,0,6,0.8,3,0,1.6,5,0.4,4.8,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0
47,214,48.06,2021.5,2282.5,9.2,267.5,271.6,1.8,247,2,164.6,165.1,107.1,154,27.2,4.2,24.5,1,1,135.3,131.9,17,39.1,2.6,4.5,14.5,10.5,0,0,69.2,50,122,0,0,6.7,2.8,6.7,0,0,8.9,97,701.8,630.5,136.4,0,276.4,539.1,0,514.4,56.5,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,226,39.07,2035.3,2304.3,16.4,267.5,271.6,1.8,247,2,124.3,105.1,90,90,19.6,12.2,47.7,1,1,135.3,131.9,17,89.7,4.5,10.4,23.7,17.2,0,0,50,50,75,50,0,0,0,0,0,0,0,328.4,481.2,630.5,126.4,0,283.6,539.1,0,409.4,103.4,0,0,105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,226,36.28,2031.7,2300.7,18.8,267.5,271.6,1.8,213.3,2,100,100,90,90,10.5,18.1,57.6,1,1,135.3,131.9,17,115,5.4,12.4,26.5,19.2,0,0,50,50,75,65,0,0,0,0,0,0,0,391.5,418.1,630.5,126.4,0,286,539.1,0,426.8,121,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,226,34.3,2028.5,2297.5,19,248.5,271.6,1.8,148.5,2,100,100,90,90,4.1,21.8,57.7,1,1,115,131.9,17,119.8,5.5,12.3,26,18.8,0,0,50,50,75,65,0,0,0,0,0,0,0,495.6,412,630.5,126.4,0,265.9,520.1,0,427.2,121.4,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,226,34.22,2019.2,2289.2,19,232.5,271.6,1.8,148.5,2,100,100,90,90,2.7,23.6,56.9,1,1,115,131.9,17,117.7,5.6,12.2,26,18.8,0,0,50,50,75,75,0,0,0,0,0,0,0,511.6,396,630.5,126.4,0,266,504.1,0,437.4,120.5,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,226,36.44,2014.7,2282.7,19.2,267.5,271.6,1.8,207,2,100,100,90,90,10.8,24.4,56.4,1,1,135.3,131.9,17,112.7,5.7,12.3,26.4,19.1,0,0,50,50,75,75,0,0,0,0,0,0,0,438.8,384.8,630.5,136.4,0,286.4,539.1,0,437.6,120.9,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,196,37.95,2009.7,2246.7,19.3,267.5,271.6,1.9,247,2,137.5,100,90,90,28.3,23.8,56.5,1,1,135.3,131.9,17,114.5,5.8,12.5,26.6,19.3,0,0,50,50,75,75,0,0,0,0,0,0,0,361.3,462.3,630.5,117.4,0,286.5,539.1,0,437.4,121.6,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,196,37.84,2020.1,2256.1,19.4,267.5,271.6,1.9,247,2,132.3,100,90,90,46.3,21.8,56.7,1,1,135.3,131.9,17,113,5.5,12.2,26.8,19.4,0,0,50,50,75,75,0,0,0,0,0,0,0,366.5,457.1,630.5,117.4,0,286.6,539.1,0,437.5,121.7,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,196,38.05,2030.5,2267.5,19.3,267.5,271.6,1.9,247,2,136.7,105.1,90,90,57.5,18.2,55.9,1,1,135.3,131.9,17,108.4,5.4,12.4,26.7,19.3,0,0,50,50,75,75,0,0,0,0,0,0,0,357,466.6,630.5,117.4,0,286.5,539.1,0,437.4,120.7,0,0,105.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,192,40.88,2034.2,2269.2,16.8,267.5,271.6,1.9,247,2,164.6,165.1,90,90,60.8,12.9,48.1,1,1,135.3,131.9,17,96.9,5.3,12,23.8,17.2,0,0,50,50,75,113.1,0,0,0,0,0,0,0,231,592.6,630.5,117.4,0,284,539.1,0,475.6,107.4,0,0,165.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,192,43.73,2046.1,2285.1,10,267.5,271.6,1.9,247,5,164.6,165.1,90,149.9,57.4,5.4,27.8,1,1,135.3,131.9,17,57.7,5.2,9.3,14.7,10.7,0,0,50,50,122,116,0,0,0,0,0,0,0,121.2,702.4,630.5,117.4,0,277.2,539.1,0,587.1,68.7,0,0,165.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,199,52.4,2069.5,2323.5,1.2,267.5,271.6,3.1,247,10,164.6,165.1,127.9,154,47.3,0.3,3.5,1,1,135.3,131.9,17,7.1,1.5,3.5,1.8,1.3,0,0,50,50,122,116,124,0,0,0,0,0,0,129.2,794.4,630.5,131.4,0,268.4,539.1,0,754.9,12.6,0,0,165.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,195,53.71,2109.7,2361.7,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,31.1,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,62.8,50,122,116,222.2,6.7,6.7,6.7,0,0,8.9,112,926,630.5,141.4,0,267.2,539.1,0,895.5,1,0,0,165.1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,195,56.21,2149.5,2405.5,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,14.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,78.9,79.7,77.1,116,267.4,6.7,6.7,6.7,0,0,8.9,111.9,972.1,630.5,141.4,0,267.2,539.1,0,942.2,11.8,0.8,0,165.1,10,2,0,0.6,0.8,0,0,1.6,5,0.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,195,56.86,2149.9,2405.9,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,5.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,78.9,79.7,77.1,116,270.3,6.7,6.7,6.7,0,0,8.9,111.9,975,630.5,141.4,0,267.2,539.1,0,951.5,11.8,0.8,0,165.1,10,2,0,6,0.8,0,0,1.6,5,0.4,4.8,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0
60,195,55.85,2134.2,2389.2,0,267.5,271.6,3.1,247,5,164.6,165.1,148.5,154,3.5,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,78.9,79.7,76.2,116,270.8,6.7,6.7,6.7,6.7,0,8.9,112,974.6,630.5,141.4,0,267.2,539.1,0,939.1,5.9,0,0,165.1,10,0,0,0,0,0,0,0,4.6,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,193,71.82,2182.2,2433.2,0,267.5,271.6,1.8,247,5,164.6,165.1,148.5,154,6,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,329.2,6.7,6.7,6.7,6.7,0,8.9,112,995.9,525.5,142.4,0,225.3,539.1,0,927.3,11.4,0,91,165.1,10,0,0,0,0,0,0,1.1,5,0.4,4.8,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
56,193,75.5,2152.4,2401.4,0,267.5,271.6,1.8,247,3,164.6,165.1,148.5,154,10.3,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,188,6.7,6.7,6.7,6.7,0,8.9,163,885.7,420.5,143.4,0,225.3,539.1,0,774.1,0.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
55,193,63.1,2132,2380,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,14.1,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,163.8,6.7,6.7,6.7,6.7,0,8.9,163,861.5,420.5,143.4,0,225.3,539.1,0,748.8,0.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
54,193,63.08,2136.3,2383.3,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,18.2,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,163,6.7,6.7,6.7,6.7,0,8.9,163,860.7,420.5,143.4,0,225.3,539.1,0,748.1,0.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
54,193,62.85,2131.8,2378.8,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,22.6,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,154.1,6.7,6.7,6.7,6.7,0,8.9,163,851.8,420.5,143.4,0,225.3,539.1,0,739.2,0.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
53,193,62.51,2123.5,2369.5,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,26.1,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,141.3,6.7,6.7,6.7,6.7,0,8.9,163,839,420.5,143.4,0,225.3,539.1,0,726.4,0.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
54,193,63.01,2144.5,2391.5,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,29.2,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,160.2,6.7,6.7,6.7,6.7,0,8.9,163,857.9,420.5,143.4,0,225.3,539.1,0,745.3,0.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
53,193,62.88,2125.7,2371.7,0.7,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,30.6,0,1.3,1,1,135.3,90,17,1.5,0,0,1.2,0.9,10,0,78.9,79.7,122,0,124,6.7,6.5,6.7,6.7,0,8.9,179.2,821.7,394.2,153.4,0,226,539.1,0,719.1,3.4,0,219,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
50,186,62.29,2090.9,2326.9,9.4,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,26.4,4.3,25,1,1,135.3,90,17,40,2.6,5.2,14.9,10.8,10,0,78.9,79.7,122,0,0,0,0,6.7,1.2,0,0,129.2,771.7,394.2,139.4,0,234.7,539.1,0,599.5,58.6,0,219,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
42,191,63.19,2104.4,2337.4,16.5,267.5,271.6,1.8,247,2,164.6,165.1,143.5,154,16.4,11.9,48.2,1,1,135.3,90,17,90.6,4.5,12.3,24.1,17.4,10,0,78.9,79.7,122,0,0,0,6.7,6.7,6.7,0,8.9,96.9,735.7,499.2,128.4,0,241.8,539.1,0,595.1,118.4,0.8,91,165.1,0,0,0,2,0.8,0,0,1.6,5,0.4,4.8,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
44,190,49.36,2102,2336,18.9,267.5,271.6,1.8,247,2,164.6,165.1,142.7,154,6.4,17.7,58,1,1,135.3,90,17,115.5,5.4,13,26.4,19.1,10,0,78.9,79.7,122,0,0,0,0,3.7,0,0,0,97,734.9,499.2,128.4,0,244.2,539.1,0,593,121.8,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
45,190,48.97,2097.5,2332.5,19.1,267.5,271.6,1.8,247,2,164.6,165.1,135.7,154,3.3,22.2,58,1,1,135.3,90,17,120.1,5.5,13.1,26,18.8,10,0,78.9,79.7,122,0,0,0,0,0,0,0,0,104,727.9,499.2,128.4,0,244.4,539.1,0,587.5,121.4,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
43,193,49.77,2090.4,2326.4,19.2,267.5,271.6,1.8,247,2,164.6,165.1,110.2,154,10.5,24.4,57.3,1,1,135.3,90,17,118.9,5.6,12.2,26.2,19,0,0,78.9,57.8,122,50,0,0,0,0,0,0,0,135.2,680.5,525.5,118.4,0,244.5,539.1,0,580.2,120.2,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
42,193,47.43,2084.9,2319.9,19.3,267.5,271.6,1.8,247,2,164.6,165.1,99.3,154,24.9,24,56.9,1,1,135.3,90,17,114.8,5.7,12.3,26.6,19.2,0,0,65.5,50,122,65,0,0,0,0,0,0,0,167.3,648.4,525.5,118.4,0,244.6,539.1,0,563.3,120.8,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
41,193,46.86,2080.6,2314.6,19.4,267.5,271.6,1.9,247,2,164.6,165.1,94.4,154,39.2,22.4,56.9,1,1,135.3,90,17,116.1,5.8,12.5,26.8,19.4,0,0,50,50,122,65,0,0,0,0,0,0,0,187.7,628,525.5,118.4,0,244.7,539.1,0,543,121.4,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
41,193,46.93,2090.1,2324.1,19.5,267.5,271.6,1.9,247,2,164.6,165.1,90,151.9,49.1,21,57,1,1,135.3,90,17,113.8,5.5,12.2,26.9,19.5,0,0,50,50,122,75,0,0,0,0,0,0,0,194.2,621.5,525.5,118.4,0,244.8,539.1,0,546.7,121.1,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
41,193,47.26,2101.1,2335.1,19.3,267.5,271.6,1.9,247,2,164.6,165.1,90,118.7,53.3,17.8,55.9,1,1,135.3,90,17,108.5,5.4,12.4,26.7,19.4,0,0,50,50,122,125,0,0,0,0,0,0,0,227.4,638.3,525.5,118.4,0,244.6,539.1,0,563.4,119.8,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
43,193,48.31,2105.3,2341.3,16.8,267.5,271.6,1.9,247,2,164.6,165.1,94.7,154,53.2,12.6,48.1,1,1,135.3,90,17,95.9,5.3,12,24,17.3,0,0,50,50,122,125,0,0,0,0,0,0,0,187.4,678.3,525.5,118.4,0,242.2,539.1,0,603.1,106.7,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
46,194,52.35,2116.3,2356.3,10.1,267.5,271.6,1.9,247,5,164.6,165.1,115.8,154,49.3,5.6,27.9,1,1,135.3,90,17,56.5,5.2,9.3,14.9,10.8,0,0,78.9,76.2,122,125,0,0,6.7,6.7,6.7,0,8.9,112,754.5,525.5,118.4,0,235.4,539.1,0,680.6,71.5,0.8,91,165.1,0,0,0,0,0.8,0,0,0,2.9,0.4,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
54,193,62.76,2140.2,2387.2,1.2,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,37.8,0.4,3.6,1,1,135.3,90,17,7.1,1.5,3.5,1.8,1.3,0,0,78.9,79.7,122,0,252.3,0,6.7,6.7,6.7,0,8.9,125,919,525.5,132.4,0,226.5,539.1,0,845.3,12.3,0,91,165.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
60,193,59.07,2180.1,2433.1,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,22.2,0,0,1,1,135.3,90,17,0,0,0,0,0,0,0,78.9,79.7,122,0,324.2,0,6.7,6.7,6.7,0,8.9,117,990.9,525.5,142.4,0,225.3,539.1,0,927.3,0.4,0,91,165.1,10,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
60,193,64.6,2221.8,2474.8,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,10.4,0,0,1,1,135.3,90,17,0,0,0,0,0,0,8,78.9,79.7,122,0,307.5,0,6.7,6.7,6.7,0,8.9,111.9,1008.6,508.3,147.4,0,225.3,539.1,8,924.1,11.8,0.8,125.4,165.1,10,2,0,6,0.8,6.2,0,1.6,5,0.4,4.8,0,0,1.4,0,0,0,125.4,0,0,0,0,0,0,0,0
61,193,61.71,2220.8,2474.8,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,4.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,78.9,79.7,122,0,313.1,0,6.7,6.7,6.7,0,8.9,112,1038.3,525.5,142.4,0,267.2,539.1,0,916.2,11.8,0.5,107.6,165.1,10,0,0,0,0.5,0,0,1.6,5,0.4,4.8,0,0,0,0,0,0,107.6,0,0,0,0,0,0,0,0
61,193,60.28,2205.4,2459.4,0,267.5,271.6,3.1,247,5,164.6,165.1,148.5,154,3.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,78.9,79.7,122,0,329.2,0,6.7,6.7,6.7,0,8.9,112,1037.8,525.5,142.4,0,267.2,539.1,0,927.3,3.5,0,91,165.1,10,0,0,0,0,0,0,0,3,0.4,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
56,193,61.27,2168.8,2417.8,0,267.5,271.6,1.8,247,5,164.6,165.1,148.5,154,5.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,78.9,79.7,122,0,251.3,0,6.7,6.7,6.7,0,8.9,112,989.1,525.5,142.4,0,267.2,539.1,0,849.4,10.3,0,120.2,165.1,10,0,0,0,0,0,0,0,5,0.4,4.8,0,0,0,0,0,0,120.2,0,0,0,0,0,0,0,0
