Pérdidas,CP UNIDADES,Costo M$,Dda. SING,Gen. SING,ANDES SOLAR,ANG1,ANG2,CAVA,CCR1 (Carbón),CHAP,CTA,CTH,CTM1 (Carbón),CTM2 (Carbón),EÓLICA VALLE DE LOS VIENTOS,LA HUAYCA II,MARIA ELENA FV,MHAH,MHT2,NTO1 (Carbón),NTO2 (Carbón),PAM,PARQUE SOLAR FINIS TERRAE,PAS2,PAS3,SOLAR JAMA 1,SOLAR JAMA 2,TG3 (Diesel),TGTAR,U12 (Carbón),U13 (Carbón),U14 (Carbón),U15 (Carbón),U16-TG + U16-TV,UG1 (HFO),UG2 (HFO),UG3 (HFO),UG4 (HFO),UG5 (HFO),UG6 (HFO),RES_GIRO_UTIL,RES_PRONTA,RES_DETENIDA_CP,RES.PRIMARIA,GEN. EN PRUEBAS,GENERACION AES GENER,GENERACION ANGAMOS,GENERACION CELTA,GENERACION ENGIE,GENERACION ENORCHILE,GENERACION EQUIPOS DE GENERACION,GENERACION GASATACAMA,GENERACION HORNITOS,TG3 (Gas Natural),AGB,CTM3-TG + CTM3-TV,GMAR,INACAL,MIMB (Diesel + Fuel Oil),TG2,ZOFRI_13,ZOFRI_2-5,ZOFRI_6,ZOFRI_7-12,M1AR,M2AR,SUIQ,TG1B + 0.5 TV1C (Diesel),TG2A + 0.5 TV2C (Diesel),TG2A + TG2B + TV2C (Diesel),TG2B + 0.5 TV2C (Diesel),TG1,CTTAR (Carbón),ZOFRI_1,CCR2 (Carbón),KELAR TG1 (Gas Natural),PARQUE SOLAR PAMPA CAMARONES,TG1A + 0.5 TV1C (Diesel),KELAR TG2 (Gas Natural)
55,205,58.69,2076,2336,1.5,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,23.4,0.1,4.2,1,1,135.3,90,17,9.2,1.2,3.5,15.2,11,10,8,74.5,50,122,116,124,6.7,6.7,6.7,6.7,8.9,8.9,112,797.6,591.7,146.4,0,226.8,539.1,48,810.2,35.1,0.7,0,165.1,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
55,211,70.84,2114.5,2380.5,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,10,0,0,1,1,135.3,90,17,0,0,0,2.2,1.6,10,0,78.9,79.7,122,116,124,6.7,0.4,6.7,6.7,0,8.9,141.2,831.7,486.7,152.4,0,225.3,539.1,40,843.1,3.8,0,91,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,40,0,0,0,0,0,0
55,211,63.2,2155.4,2421.4,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,4.1,0,0,1,1,135.3,90,17,0,0,0,0,0,10,0,78.9,79.7,122,116,125,6.7,6.7,6.7,6.7,8.9,8.9,112,861.9,486.7,152.4,0,225.3,539.1,40,844,5.2,0,120.2,165.1,0,0,0,0,0,0,0,0,0,0.4,4.8,0,0,0,0,120.2,0,0,0,40,0,0,0,0,0,0
55,211,63.19,2154.6,2420.6,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,3.7,0,0,1,1,135.3,90,17,0,0,0,0,0,10,0,78.9,79.7,122,116,124.6,6.7,6.7,6.7,6.7,8.9,8.9,112,861.5,486.7,152.4,0,225.3,539.1,40,843.7,5.2,0,120.2,165.1,0,0,0,0,0,0,0,0,0,0.4,4.8,0,0,0,0,120.2,0,0,0,40,0,0,0,0,0,0
52,211,62.08,2140.4,2403.4,0,267.5,271.6,3.1,247,5,164.6,165.1,148.5,154,6.4,0,0,1,1,135.3,90,17,0,0,0,0,0,10,0,78.9,79.7,122,116,124,6.7,6.7,6.7,6.7,8.9,8.9,121.1,851.8,486.7,152.4,0,225.3,539.1,40,838.1,0,0,111.1,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.1,0,0,0,40,0,0,0,0,0,0
58,205,67.24,2136.4,2399.4,0,267.5,271.6,1.8,247,5,164.6,165.1,148.5,154,5.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,62.8,50,122,116,261.7,6.7,3.4,6.7,6.7,8,8.9,112,965.5,617.9,141.4,0,267.2,539.1,20,930,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
58,204,54.22,2106.6,2368.6,0,267.5,271.6,1.8,247,5,164.6,165.1,148.5,154,9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,116,242.5,0,0,0,0,0,0,97,961.3,617.9,141.4,0,267.2,539.1,30,925.8,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
55,204,53.5,2086.8,2345.8,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,13.4,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,74.5,50,122,116,211.6,0,0,0,0,0,0,100.4,927.1,617.9,141.4,0,267.2,539.1,40,888.5,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
54,204,53.41,2090.2,2348.2,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,17.7,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,116,196.4,0,0,0,0,0,0,97,915.2,617.9,141.4,0,267.2,539.1,50,876.7,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
51,204,53,2086.8,2341.8,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,22.5,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,116,165.2,0,0,0,0,0,0,97,884,617.9,141.4,0,267.2,539.1,70,845.5,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
50,204,52.41,2077.9,2331.9,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,26.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,61.6,50,122,116,177.4,0,0,0,0,0,0,97,880,617.9,131.4,0,267.2,539.1,70,831.5,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
51,204,53.19,2099.6,2354.6,0,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,28.1,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,77.8,50,122,116,172.4,0,0,0,0,0,0,97,891.2,617.9,141.4,0,267.2,539.1,70,852.7,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
51,204,52.61,2079.7,2334.7,1.1,267.5,271.6,1.8,247,2,164.6,165.1,148.5,154,26.4,0,0,1,1,135.3,131.9,17,2.6,0,0,0,0,0,0,77.8,50,122,116,150.5,0,0,0,0,0,0,97,869.3,617.9,141.4,0,268.3,539.1,70,830.8,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
46,204,49.83,2046.3,2296.3,10.7,267.5,271.6,1.8,247,2,164.6,165.1,105.5,154,21.3,0.3,2,1,1,135.3,131.9,17,45.3,2.7,3.6,1.8,1.3,0,0,50,50,122,116,124,0,0,0,0,0,0,167.8,772,617.9,131.4,0,277.9,539.1,70,733.5,11.5,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
42,197,51.1,2060.1,2299.1,17,267.5,271.6,1.8,247,2,164.6,165.1,126.7,154,14.4,5.1,27.5,1,1,135.3,131.9,17,94.1,4.6,11.2,16.3,11.8,0,0,50,50,111,116,0,0,0,0,0,0,0,96.9,782.2,617.9,117.4,0,284.2,539.1,70,622.9,71.4,0.4,0,165.1,10,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
40,197,46.12,2047.5,2284.5,19.1,267.5,271.6,1.8,247,2,164.6,165.1,90,122.5,7.5,12.2,49.9,1,1,135.3,131.9,17,116.4,5.4,12.3,24.7,17.9,0,10,50,50,100,116,0,0,0,0,0,0,0,164.8,705,617.9,117.4,0,286.3,539.1,80,545.3,110.2,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
40,197,44.2,2053.3,2290.3,19.2,267.5,271.6,1.8,247,2,164.6,165.1,90,143.8,2.7,17.9,58.6,1,1,135.3,131.9,17,122.2,5.5,12.5,26.7,19.4,0,0,50,50,75,116,0,0,0,0,0,0,0,127.3,699.3,617.9,107.4,0,286.4,539.1,70,531.8,122.7,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
40,197,43.84,2044.3,2281.3,19.2,267.5,271.6,1.8,247,2,164.6,165.1,90,147.3,4.6,21.4,58.5,1,1,135.3,131.9,17,121.8,5.6,12.4,26.7,19.4,0,0,50,50,57.5,116,0,0,0,0,0,0,0,123.8,702.8,617.9,107.4,0,286.4,539.1,70,518,122.6,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
39,197,43.45,2040,2276,19.3,267.5,271.6,1.8,247,2,164.6,165.1,90,149.9,16.5,24,57.8,1,1,135.3,131.9,17,117.2,5.7,12.3,26.9,19.4,0,0,50,50,40,116,0,0,0,0,0,0,0,121.2,705.4,617.9,107.4,0,286.5,539.1,70,503,122.1,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
38,197,42.87,2035.5,2270.5,19.4,267.5,271.6,1.9,246.9,2,164.6,165.1,90,90,35.2,24.5,57.5,1,1,135.3,131.9,17,117.1,5.8,12.5,27,19.5,0,0,50,50,75,116,0,0,0,0,0,0,0,181.2,645.4,617.9,107.4,0,286.6,539.1,70,478.2,122.3,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
38,197,42.78,2045.2,2280.2,19.6,267.5,271.6,1.9,230.4,2,164.6,165.1,90,90,52.8,23.8,57.6,1,1,135.3,131.9,17,114,5.5,12.2,27.1,19.6,0,0,50,50,87.5,116,0,0,0,0,0,0,0,197.7,641.4,617.9,107.4,0,286.8,539.1,70,490.7,122,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
39,197,43.02,2055.4,2291.4,19.5,267.5,271.6,1.9,227.1,2,164.6,165.1,90,90,61.8,21.9,57.9,1,1,135.3,131.9,17,108.8,5.4,12,27.2,19.7,0,0,50,50,100,116,0,0,0,0,0,0,0,201,650.6,617.9,107.4,0,286.7,539.1,70,503.2,122.1,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
41,197,43.68,2059.9,2297.9,17.1,267.5,271.6,1.9,230.7,5,164.6,165.1,90,90,60.6,18.3,56.9,1,1,135.3,131.9,17,95.2,5.4,12,27,19.6,0,0,50,50,122,116,0,0,0,0,0,0,0,197.4,676.2,617.9,107.4,0,284.3,539.1,70,528.2,120.9,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
42,197,46.83,2063.6,2302.6,10.6,267.5,271.6,1.9,247,5,164.6,165.1,91.6,154,52.1,12.7,48.9,1,1,135.3,131.9,17,56,5.2,9.5,24.3,17.6,0,8,50,50,122,116,0,0,0,0,0,0,0,126.4,758.1,617.9,122.4,0,277.8,539.1,78,591.9,105.5,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
50,204,54.58,2094.4,2348.4,1.6,267.5,271.6,3.1,247,10,164.6,165.1,139.1,154,32.2,5.2,28.7,1,1,135.3,131.9,17,8.2,1.2,3.5,15.3,11.1,0,0,50,50,122,116,124,0,0,0,0,0,0,117.9,805.6,617.9,131.4,0,268.8,539.1,70,766.4,59.8,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
58,204,54.18,2134.5,2396.5,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,10.1,0.3,4.4,1,1,135.3,131.9,17,0,0,0,2.2,1.6,0,0,50,50,122,116,242.3,0,0,0,0,0,0,124.8,933.3,617.9,141.4,0,267.2,539.1,70,902.7,8.2,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
60,205,56.58,2174.5,2439.5,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,1.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,62.8,50,122,116,263.6,4,0,6.7,6.7,0,8.9,112,967.4,617.9,141.4,0,267.2,539.1,70,936.9,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
60,205,56.48,2174,2439,0,267.5,271.6,3.1,247,10,164.6,165.1,148.5,154,1.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,62.8,50,122,116,265.1,1.6,0,6.7,6.7,0,8.9,112,968.9,617.9,141.4,0,267.2,539.1,70,938.4,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
58,204,55.7,2159.6,2421.6,0,267.5,271.6,3.1,247,5,164.6,165.1,148.5,154,4.6,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,62.8,50,122,116,263.3,0,0,6.7,3.6,0,0,112,967.1,617.9,141.4,0,267.2,539.1,70,931.6,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
53,198,54.46,2091.4,2342.4,0,267.5,271.6,1.8,247,5,164.6,165.1,97.7,154,8.3,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,305.6,0,0,0,0,0,0,141,945.8,617.9,133.4,0,267.2,539.1,70,860.3,0,0,0,165.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
52,198,52.1,2072,2322,0,267.5,271.6,1.8,247,5,164.6,165.1,90,154,11.9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,299.3,0,0,0,0,0,0,138.2,931.8,617.9,123.4,0,267.2,539.1,70,836.3,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
51,198,51.83,2063.1,2312.1,0,267.5,271.6,1.8,247,2,164.6,165.1,90,154,14.9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,289.4,0,0,0,0,0,0,138.2,921.9,617.9,123.4,0,267.2,539.1,70,823.4,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
50,198,51.69,2062.1,2310.1,0,267.5,271.6,1.8,247,2,164.6,165.1,90,154,18.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,284.1,0,0,0,0,0,0,138.2,916.6,617.9,123.4,0,267.2,539.1,70,818.1,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
47,198,50.45,2023.2,2268.2,0,267.5,271.6,1.8,247,2,164.6,165.1,90,154,22.7,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,237.7,0,0,0,0,0,0,138.2,870.2,617.9,123.4,0,267.2,539.1,70,771.7,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
46,198,49.95,2009.9,2253.9,0,267.5,271.6,1.8,247,2,164.6,165.1,90,154,27.1,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,219,0,0,0,0,0,0,138.2,851.5,617.9,123.4,0,267.2,539.1,70,753,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
47,198,50.35,2025,2270,0,267.5,271.6,1.8,247,2,164.6,165.1,90,154,28.4,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,122,116,233.8,0,0,0,0,0,0,138.2,866.3,617.9,123.4,0,267.2,539.1,70,767.8,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
46,198,49.67,2001.7,2245.7,1.2,267.5,271.6,1.8,247,2,164.6,165.1,90,154,25.5,0,0,1,1,135.3,131.9,17,2.7,0,0,0,0,0,0,0,50,122,116,208.5,0,0,0,0,0,0,138.2,841,617.9,123.4,0,268.4,539.1,70,742.5,0,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
41,198,46.76,1959.2,2198.2,11,267.5,271.6,1.8,247,2,164.6,165.1,90,154,22.3,0.3,2.2,1,1,135.3,131.9,17,46.7,1.6,4.5,1.8,1.3,0,0,0,50,96.7,116,124,0,0,0,0,0,0,163.5,731.2,617.9,123.4,0,278.2,539.1,70,632.7,11.5,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
37,221,47.16,1962.7,2220.7,17.3,267.5,271.6,1.8,247,2,164.6,165.1,90,153.5,16.9,5.1,28.2,1,1,135.3,131.9,17,95.3,4,11.4,16.3,11.8,0,0,0,50,75,116,0,0,0,0,0,0,0,135.7,709,617.9,128.4,0,284.5,539.1,70,490.6,71.7,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
36,221,40.12,1960,2217,19.4,267.5,271.6,1.8,194.6,2,164.6,165.1,90,90,8.4,12.2,50.5,1,1,135.3,131.9,17,116.8,5.4,12.4,24.7,17.9,0,0,0,50,75,116,0,0,0,0,0,0,0,251.6,593.1,617.9,128.4,0,286.6,539.1,70,427.9,110.8,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
36,221,38.17,1956.4,2213.4,19.5,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,2.8,17.9,58.9,1,1,135.3,131.9,17,123,5.5,12.3,26.7,19.4,0,0,0,50,75,80,0,0,0,0,0,0,0,333.7,538,617.9,128.4,0,286.7,539.1,70,392.1,122.8,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
36,221,36.77,1948.1,2205.1,19.5,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,6,21.4,58.6,1,1,76.2,131.9,17,122.4,5.6,12.2,26.7,19.4,0,0,0,50,75,75,0,0,0,0,0,0,0,397.8,523.9,617.9,128.4,0,227.6,539.1,70,387.1,122.5,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
36,221,35.24,1943.9,2200.9,19.6,267.5,271.6,1.8,148.5,2,164.6,124.2,90,90,20.4,24,57.9,1,1,65,112.1,17,117.2,5.7,12.3,26.9,19.4,0,0,0,50,75,75,0,0,0,0,0,0,0,469.7,508,617.9,128.4,0,196.7,539.1,70,387.2,122.2,0,0,124.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
35,221,33.5,1884.5,2140.5,19.7,267.5,271.6,1.9,148.5,2,156.8,100,90,90,38.6,24.5,57.4,1,1,65,65,17,117,5.8,12.5,27,19.5,0,0,0,50,75,75,0,0,0,0,0,0,0,548.8,428.9,617.9,128.4,0,149.7,539.1,70,387.2,122.2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
36,221,33.52,1893.2,2150.2,19.8,267.5,271.6,1.9,148.5,2,157.5,100,90,90,51.6,23.8,57.5,1,1,65,65,17,113.9,5.5,12.2,27.1,19.6,0,0,0,50,75,75,0,0,0,0,0,0,0,548.1,429.6,617.9,128.4,0,149.8,539.1,70,387.2,121.8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
37,221,33.75,1903.2,2161.2,19.7,267.5,271.6,1.9,148.5,2,164.6,103.6,90,90,58.4,21.9,57.7,1,1,65,65,17,108.9,5.4,12.4,27.2,19.7,0,0,0,50,75,75,0,0,0,0,0,0,0,537.4,440.3,617.9,128.4,0,149.7,539.1,70,387.2,122.3,0,0,103.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
38,221,34.25,1907.6,2166.6,17.3,267.5,271.6,1.9,148.5,5,164.6,126,90,90,59.8,18.3,56.8,1,1,65,65,17,95.3,5.3,12,27,19.6,0,0,0,50,75,75,0,0,0,0,0,0,0,515,462.7,617.9,128.4,0,147.3,539.1,70,390.1,120.7,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
39,221,36.1,1918.9,2178.9,10.8,267.5,271.6,1.9,148.5,5,164.6,147.6,90,90,57,12.7,49,1,1,65,127.9,17,56.1,5.2,8.4,24.3,17.6,0,0,0,50,75,75,0,0,0,0,0,0,0,430.5,547.2,617.9,128.4,0,203.6,539.1,70,388.2,104.5,0,0,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
44,221,39.43,1940.6,2205.6,1.6,267.5,271.6,3.1,148.5,10,164.6,165.1,90,101.3,44.8,5.2,28.8,1,1,135.3,131.9,17,8.3,2,2.4,15.3,11.1,0,0,0,50,75,116,0,0,0,0,0,0,0,286.4,691.3,617.9,128.4,0,268.8,539.1,70,443.6,59.6,0,0,165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
49,229,48.96,1978.6,2256.6,0,267.5,271.6,3.1,148.5,10,164.6,165.1,90,90,24.2,0.3,4.5,1,1,135.3,131.9,17,0,0,0,2.2,1.6,0,0,0,50,75,86.2,0,0,0,0,0,0,0,396.2,650.2,463.4,157.4,0,267.2,539.1,70,581.2,8.4,0,0,165.1,10,0,160,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
52,229,46.22,2017.4,2298.4,0,267.5,271.6,3.1,185.2,10,164.6,165.1,90,90,8.1,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,75,116,0,0,0,0,0,0,0,329.7,716.7,463.4,157.4,0,267.2,539.1,70,611,0,0,0,165.1,10,0,160,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
52,229,46.35,2017.1,2298.1,0,267.5,271.6,3.1,190.7,10,164.6,165.1,90,90,2.3,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,75,116,0,0,0,0,0,0,0,324.2,722.2,463.4,157.4,0,267.2,539.1,70,611,0,0,0,165.1,10,0,160,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
49,229,46.03,2002.9,2280.9,0,267.5,271.6,3.1,177.7,5,164.6,165.1,90,90,3.1,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,50,75,116,0,0,0,0,0,0,0,337.2,709.2,463.4,157.4,0,267.2,539.1,70,606,0,0,0,165.1,10,0,160,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
47,223,45.19,1946.3,2216.3,0,267.5,271.6,1.8,161.1,5,164.6,165.1,90,90,6.4,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,116,0,0,0,0,0,0,0,324.1,692.6,463.4,151.4,0,267.2,539.1,70,556,0,0,0,165.1,10,0,160,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
45,223,42.25,1919.4,2187.4,0,267.5,271.6,1.8,148.5,5,164.6,165.1,90,90,10.2,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,105.9,0,0,0,0,0,0,0,344.3,669.9,475.9,143.4,0,267.2,539.1,70,535.9,0,0,0,165.1,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
44,223,41.76,1901.2,2168.2,0,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,13.9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,86,0,0,0,0,0,0,0,364.2,650,475.9,143.4,0,267.2,539.1,70,513,0,0,0,165.1,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
43,223,41.58,1904.9,2170.9,0,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,17.5,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,95.1,0,0,0,0,0,0,0,338.9,659.1,475.9,133.4,0,267.2,539.1,70,512.1,0,0,0,165.1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
43,223,41.41,1900.9,2166.9,0,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,20.4,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,88.2,0,0,0,0,0,0,0,345.8,652.2,475.9,133.4,0,267.2,539.1,70,505.2,0,0,0,165.1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
42,223,41.15,1893.8,2158.8,0,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,22.9,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,77.6,0,0,0,0,0,0,0,356.4,641.6,475.9,133.4,0,267.2,539.1,70,494.6,0,0,0,165.1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
43,223,41.76,1912.7,2178.7,0,267.5,271.6,1.8,148.5,2,164.6,165.1,90,90,24.8,0,0,1,1,135.3,131.9,17,0,0,0,0,0,0,0,0,0,75,85.6,0,0,0,0,0,0,0,364.6,649.6,475.9,143.4,0,267.2,539.1,70,512.6,0,0,0,165.1,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
42,223,41.23,1895.7,2160.7,1.3,267.5,271.6,1.8,148.5,2,164.6,160,90,90,25.3,0,0,1,1,128.2,131.9,17,3,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,387.4,626.8,475.9,143.4,6,261.4,539.1,70,502,0,0,0,160,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
40,223,39.33,1864.9,2127.9,11.1,267.5,271.6,1.8,258,2,147.9,100,90,90,22.6,0.3,2.3,1,1,65,65,17,47.6,2.6,4.5,1.8,1.3,0,0,0,0,75,75,0,0,0,0,0,0,0,495.7,529.5,475.9,105.4,40,141.1,539.1,70,502,12.6,0,0,100,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
